id,label
363,ship
364,airplane
365,truck
366,horse
367,automobile
368,automobile
369,ship
370,automobile
371,deer
372,horse
373,truck
374,deer
375,bird
376,horse
377,bird
378,horse
379,deer
380,frog
381,frog
382,truck
383,airplane
384,airplane
385,dog
386,airplane
387,horse
388,deer
389,dog
390,dog
391,automobile
392,bird
393,frog
394,frog
395,cat
396,frog
397,bird
398,cat
399,airplane
400,automobile
401,truck
402,automobile
403,horse
404,ship
405,ship
406,deer
407,airplane
408,automobile
409,ship
410,bird
411,horse
412,ship
413,horse
414,frog
415,automobile
416,truck
417,cat
418,bird
419,cat
420,horse
421,deer
422,horse
423,airplane
424,airplane
425,bird
426,truck
427,dog
428,deer
429,frog
430,frog
431,bird
432,dog
433,dog
434,horse
435,truck
436,horse
437,bird
438,bird
439,cat
440,automobile
441,automobile
442,deer
443,truck
444,truck
445,dog
446,horse
447,dog
448,airplane
449,bird
450,bird
451,frog
452,truck
453,horse
454,cat
455,truck
456,bird
457,deer
458,deer
459,deer
460,cat
461,dog
462,frog
463,automobile
464,deer
465,horse
466,deer
467,horse
468,cat
469,horse
470,ship
471,deer
472,horse
473,ship
474,airplane
475,deer
476,horse
477,frog
478,airplane
479,dog
480,deer
481,ship
482,frog
483,airplane
484,horse
485,dog
486,truck
487,truck
488,truck
489,deer
490,airplane
491,automobile
492,airplane
493,ship
494,automobile
495,automobile
496,ship
497,airplane
498,bird
499,deer
500,airplane
501,deer
502,frog
503,dog
504,deer
505,truck
506,deer
507,horse
508,truck
509,cat
510,deer
511,dog
512,frog
513,frog
514,automobile
515,dog
516,dog
517,ship
518,truck
519,cat
520,ship
521,dog
522,horse
523,airplane
524,horse
525,airplane
526,frog
527,deer
528,airplane
529,ship
530,frog
531,truck
532,cat
533,automobile
534,dog
535,frog
536,frog
537,frog
538,bird
539,ship
540,truck
541,truck
542,horse
543,frog
544,horse
545,dog
546,truck
547,automobile
548,frog
549,bird
550,dog
551,dog
552,horse
553,ship
554,cat
555,truck
556,bird
557,frog
558,deer
559,cat
560,bird
561,airplane
562,horse
563,frog
564,deer
565,deer
566,dog
567,truck
568,dog
569,deer
570,deer
571,bird
572,horse
573,automobile
574,cat
575,frog
576,frog
577,ship
578,ship
579,horse
580,dog
581,deer
582,airplane
583,airplane
584,horse
585,airplane
586,truck
587,cat
588,deer
589,ship
590,truck
591,frog
592,automobile
593,bird
594,frog
595,automobile
596,deer
597,horse
598,cat
599,dog
600,cat
601,ship
602,dog
603,airplane
604,bird
605,automobile
606,frog
607,cat
608,cat
609,cat
610,truck
611,frog
612,automobile
613,ship
614,ship
615,dog
616,ship
617,cat
618,frog
619,horse
620,automobile
621,horse
622,horse
623,automobile
624,horse
625,horse
626,truck
627,truck
628,deer
629,horse
630,horse
631,airplane
632,bird
633,frog
634,cat
635,horse
636,frog
637,ship
638,cat
639,airplane
640,horse
641,cat
642,cat
643,dog
644,horse
645,truck
646,automobile
647,deer
648,cat
649,deer
650,horse
651,dog
652,truck
653,cat
654,deer
655,truck
656,airplane
657,automobile
658,frog
659,deer
660,automobile
661,truck
662,deer
663,horse
664,deer
665,cat
666,airplane
667,truck
668,airplane
669,automobile
670,bird
671,frog
672,cat
673,deer
674,cat
675,deer
676,airplane
677,deer
678,truck
679,horse
680,cat
681,truck
682,frog
683,airplane
684,airplane
685,truck
686,bird
687,truck
688,frog
689,cat
690,frog
691,dog
692,airplane
693,airplane
694,horse
695,ship
696,cat
697,ship
698,bird
699,horse
700,dog
701,horse
702,bird
703,deer
704,ship
705,horse
706,deer
707,bird
708,cat
709,ship
710,ship
711,frog
712,airplane
713,ship
714,horse
715,deer
716,cat
717,cat
718,ship
719,horse
720,ship
721,horse
722,ship
723,ship
724,automobile
725,ship
726,bird
727,automobile
728,dog
729,frog
730,dog
731,deer
732,bird
733,horse
734,truck
735,automobile
736,deer
737,automobile
738,deer
739,automobile
740,horse
741,dog
742,horse
743,airplane
744,horse
745,bird
746,horse
747,deer
748,frog
749,bird
750,dog
751,truck
752,airplane
753,truck
754,automobile
755,bird
756,bird
757,frog
758,ship
759,bird
760,automobile
761,horse
762,bird
763,frog
764,airplane
765,automobile
766,bird
767,bird
768,airplane
769,dog
770,bird
771,automobile
772,automobile
773,frog
774,deer
775,airplane
776,bird
777,bird
778,frog
779,airplane
780,frog
781,truck
782,automobile
783,horse
784,frog
785,horse
786,ship
787,cat
788,truck
789,deer
790,ship
791,deer
792,airplane
793,horse
794,airplane
795,horse
796,horse
797,deer
798,deer
799,horse
800,deer
801,horse
802,automobile
803,bird
804,horse
805,deer
806,deer
807,ship
808,deer
809,airplane
810,horse
811,cat
812,dog
813,horse
814,bird
815,airplane
816,ship
817,truck
818,cat
819,ship
820,airplane
821,frog
822,bird
823,airplane
824,ship
825,horse
826,deer
827,horse
828,frog
829,bird
830,cat
831,automobile
832,cat
833,bird
834,dog
835,deer
836,deer
837,airplane
838,dog
839,truck
840,bird
841,horse
842,ship
843,horse
844,bird
845,automobile
846,airplane
847,frog
848,airplane
849,frog
850,deer
851,dog
852,truck
853,ship
854,automobile
855,airplane
856,horse
857,horse
858,airplane
859,horse
860,ship
861,deer
862,frog
863,frog
864,cat
865,airplane
866,automobile
867,frog
868,horse
869,airplane
870,automobile
871,cat
872,automobile
873,deer
874,bird
875,cat
876,ship
877,bird
878,cat
879,deer
880,horse
881,ship
882,deer
883,bird
884,airplane
885,truck
886,airplane
887,ship
888,automobile
889,ship
890,deer
891,deer
892,frog
893,horse
894,cat
895,automobile
896,automobile
897,cat
898,horse
899,cat
900,horse
901,bird
902,frog
903,frog
904,dog
905,ship
906,horse
907,automobile
908,frog
909,ship
910,ship
911,dog
912,cat
913,cat
914,deer
915,airplane
916,automobile
917,deer
918,ship
919,ship
920,airplane
921,frog
922,truck
923,deer
924,deer
925,horse
926,cat
927,bird
928,cat
929,airplane
930,ship
931,deer
932,bird
933,cat
934,cat
935,horse
936,dog
937,bird
938,dog
939,automobile
940,ship
941,automobile
942,horse
943,horse
944,deer
945,airplane
946,cat
947,airplane
948,automobile
949,deer
950,ship
951,cat
952,truck
953,bird
954,ship
955,deer
956,horse
957,airplane
958,frog
959,horse
960,ship
961,truck
962,automobile
963,automobile
964,frog
965,frog
966,frog
967,cat
968,truck
969,automobile
970,truck
971,truck
972,deer
973,deer
974,automobile
975,horse
976,airplane
977,frog
978,ship
979,automobile
980,truck
981,frog
982,ship
983,horse
984,deer
985,horse
986,ship
987,cat
988,automobile
989,bird
990,airplane
991,automobile
992,dog
993,ship
994,cat
995,dog
996,dog
997,airplane
998,automobile
999,cat
1000,ship
1001,dog
1002,airplane
1003,deer
1004,deer
1005,ship
1006,automobile
1007,automobile
1008,ship
1009,cat
1010,automobile
1011,airplane
1012,ship
1013,cat
1014,automobile
1015,deer
1016,deer
1017,automobile
1018,frog
1019,airplane
1020,airplane
1021,automobile
1022,automobile
1023,airplane
1024,airplane
1025,cat
1026,dog
1027,airplane
1028,airplane
1029,frog
1030,frog
1031,cat
1032,cat
1033,horse
1034,cat
1035,cat
1036,deer
1037,airplane
1038,horse
1039,bird
1040,deer
1041,dog
1042,dog
1043,bird
1044,airplane
1045,ship
1046,dog
1047,bird
1048,ship
1049,automobile
1050,horse
1051,airplane
1052,frog
1053,airplane
1054,dog
1055,automobile
1056,dog
1057,cat
1058,horse
1059,frog
1060,ship
1061,truck
1062,truck
1063,deer
1064,deer
1065,truck
1066,bird
1067,automobile
1068,airplane
1069,truck
1070,frog
1071,cat
1072,frog
1073,ship
1074,horse
1075,cat
1076,ship
1077,airplane
1078,airplane
1079,airplane
1080,frog
1081,frog
1082,frog
1083,truck
1084,bird
1085,dog
1086,deer
1087,deer
1088,frog
1089,dog
1090,frog
1091,airplane
1092,ship
1093,frog
1094,airplane
1095,dog
1096,frog
1097,horse
1098,dog
1099,automobile
1100,bird
1101,ship
1102,ship
1103,ship
1104,airplane
1105,truck
1106,cat
1107,truck
1108,horse
1109,bird
1110,airplane
1111,bird
1112,ship
1113,deer
1114,airplane
1115,truck
1116,automobile
1117,dog
1118,dog
1119,horse
1120,horse
1121,bird
1122,cat
1123,ship
1124,cat
1125,bird
1126,frog
1127,airplane
1128,ship
1129,dog
1130,airplane
1131,horse
1132,automobile
1133,cat
1134,deer
1135,automobile
1136,cat
1137,automobile
1138,airplane
1139,bird
1140,ship
1141,frog
1142,automobile
1143,ship
1144,frog
1145,automobile
1146,deer
1147,deer
1148,frog
1149,frog
1150,deer
1151,horse
1152,bird
1153,airplane
1154,ship
1155,frog
1156,horse
1157,automobile
1158,automobile
1159,automobile
1160,ship
1161,airplane
1162,airplane
1163,horse
1164,horse
1165,ship
1166,airplane
1167,cat
1168,cat
1169,cat
1170,horse
1171,horse
1172,truck
1173,bird
1174,cat
1175,automobile
1176,truck
1177,automobile
1178,automobile
1179,bird
1180,dog
1181,cat
1182,cat
1183,automobile
1184,airplane
1185,frog
1186,automobile
1187,deer
1188,automobile
1189,airplane
1190,airplane
1191,automobile
1192,automobile
1193,frog
1194,dog
1195,deer
1196,frog
1197,bird
1198,airplane
1199,horse
1200,automobile
1201,airplane
1202,horse
1203,bird
1204,airplane
1205,frog
1206,ship
1207,automobile
1208,ship
1209,airplane
1210,horse
1211,airplane
1212,frog
1213,automobile
1214,ship
1215,dog
1216,horse
1217,automobile
1218,airplane
1219,ship
1220,dog
1221,cat
1222,ship
1223,automobile
1224,ship
1225,horse
1226,deer
1227,frog
1228,dog
1229,deer
1230,automobile
1231,cat
1232,truck
1233,automobile
1234,deer
1235,automobile
1236,dog
1237,horse
1238,airplane
1239,automobile
1240,cat
1241,frog
1242,airplane
1243,truck
1244,ship
1245,cat
1246,frog
1247,horse
1248,bird
1249,bird
1250,deer
1251,horse
1252,horse
1253,dog
1254,ship
1255,airplane
1256,deer
1257,ship
1258,bird
1259,frog
1260,ship
1261,automobile
1262,airplane
1263,ship
1264,airplane
1265,airplane
1266,automobile
1267,airplane
1268,deer
1269,bird
1270,cat
1271,automobile
1272,ship
1273,deer
1274,frog
1275,dog
1276,cat
1277,automobile
1278,cat
1279,bird
1280,cat
1281,cat
1282,ship
1283,truck
1284,dog
1285,ship
1286,horse
1287,airplane
1288,truck
1289,automobile
1290,frog
1291,dog
1292,truck
1293,frog
1294,deer
1295,airplane
1296,airplane
1297,horse
1298,airplane
1299,truck
1300,airplane
1301,deer
1302,automobile
1303,frog
1304,deer
1305,deer
1306,truck
1307,dog
1308,airplane
1309,dog
1310,frog
1311,airplane
1312,ship
1313,frog
1314,automobile
1315,truck
1316,airplane
1317,dog
1318,truck
1319,cat
1320,airplane
1321,horse
1322,bird
1323,horse
1324,airplane
1325,deer
1326,deer
1327,frog
1328,frog
1329,dog
1330,horse
1331,dog
1332,airplane
1333,automobile
1334,airplane
1335,bird
1336,automobile
1337,deer
1338,dog
1339,frog
1340,horse
1341,automobile
1342,deer
1343,horse
1344,airplane
1345,truck
1346,bird
1347,horse
1348,ship
1349,cat
1350,ship
1351,deer
1352,horse
1353,bird
1354,horse
1355,horse
1356,cat
1357,bird
1358,truck
1359,ship
1360,truck
1361,horse
1362,truck
1363,dog
1364,automobile
1365,deer
1366,airplane
1367,ship
1368,bird
1369,cat
1370,ship
1371,truck
1372,automobile
1373,truck
1374,dog
1375,bird
1376,deer
1377,truck
1378,airplane
1379,automobile
1380,horse
1381,deer
1382,frog
1383,airplane
1384,ship
1385,truck
1386,dog
1387,cat
1388,truck
1389,dog
1390,deer
1391,frog
1392,bird
1393,bird
1394,cat
1395,deer
1396,frog
1397,automobile
1398,airplane
1399,airplane
1400,bird
1401,cat
1402,deer
1403,horse
1404,frog
1405,automobile
1406,automobile
1407,truck
1408,ship
1409,automobile
1410,airplane
1411,automobile
1412,truck
1413,automobile
1414,automobile
1415,automobile
1416,horse
1417,dog
1418,truck
1419,cat
1420,ship
1421,horse
1422,frog
1423,ship
1424,deer
1425,truck
1426,cat
1427,horse
1428,automobile
1429,horse
1430,frog
1431,dog
1432,deer
1433,truck
1434,horse
1435,airplane
1436,frog
1437,frog
1438,automobile
1439,bird
1440,truck
1441,airplane
1442,deer
1443,frog
1444,frog
1445,automobile
1446,cat
1447,airplane
1448,ship
1449,deer
1450,frog
1451,bird
1452,frog
1453,frog
1454,dog
1455,bird
1456,frog
1457,deer
1458,automobile
1459,ship
1460,airplane
1461,frog
1462,airplane
1463,deer
1464,airplane
1465,automobile
1466,cat
1467,horse
1468,automobile
1469,cat
1470,horse
1471,horse
1472,airplane
1473,deer
1474,horse
1475,horse
1476,truck
1477,horse
1478,horse
1479,horse
1480,cat
1481,automobile
1482,bird
1483,ship
1484,frog
1485,cat
1486,bird
1487,horse
1488,truck
1489,ship
1490,frog
1491,ship
1492,deer
1493,truck
1494,automobile
1495,bird
1496,airplane
1497,bird
1498,ship
1499,dog
1500,ship
1501,automobile
1502,cat
1503,bird
1504,cat
1505,automobile
1506,bird
1507,horse
1508,ship
1509,ship
1510,automobile
1511,ship
1512,automobile
1513,ship
1514,cat
1515,airplane
1516,bird
1517,airplane
1518,automobile
1519,cat
1520,frog
1521,horse
1522,horse
1523,deer
1524,deer
1525,cat
1526,dog
1527,dog
1528,horse
1529,bird
1530,horse
1531,truck
1532,horse
1533,ship
1534,horse
1535,deer
1536,deer
1537,dog
1538,deer
1539,ship
1540,bird
1541,ship
1542,deer
1543,dog
1544,dog
1545,deer
1546,automobile
1547,deer
1548,airplane
1549,cat
1550,automobile
1551,frog
1552,deer
1553,dog
1554,deer
1555,deer
1556,airplane
1557,ship
1558,ship
1559,frog
1560,dog
1561,horse
1562,dog
1563,frog
1564,truck
1565,automobile
1566,frog
1567,horse
1568,bird
1569,airplane
1570,automobile
1571,horse
1572,horse
1573,dog
1574,airplane
1575,ship
1576,bird
1577,deer
1578,deer
1579,frog
1580,airplane
1581,horse
1582,bird
1583,truck
1584,automobile
1585,deer
1586,horse
1587,dog
1588,bird
1589,dog
1590,frog
1591,bird
1592,automobile
1593,deer
1594,deer
1595,cat
1596,frog
1597,bird
1598,cat
1599,horse
1600,dog
1601,truck
1602,truck
1603,horse
1604,bird
1605,automobile
1606,bird
1607,cat
1608,truck
1609,deer
1610,deer
1611,cat
1612,cat
1613,frog
1614,ship
1615,automobile
1616,horse
1617,horse
1618,airplane
1619,bird
1620,deer
1621,ship
1622,automobile
1623,cat
1624,deer
1625,deer
1626,cat
1627,truck
1628,truck
1629,horse
1630,airplane
1631,truck
1632,automobile
1633,airplane
1634,automobile
1635,frog
1636,horse
1637,dog
1638,deer
1639,cat
1640,truck
1641,cat
1642,deer
1643,deer
1644,truck
1645,frog
1646,deer
1647,airplane
1648,horse
1649,airplane
1650,frog
1651,dog
1652,airplane
1653,airplane
1654,truck
1655,truck
1656,ship
1657,airplane
1658,dog
1659,airplane
1660,ship
1661,cat
1662,frog
1663,horse
1664,frog
1665,airplane
1666,frog
1667,frog
1668,frog
1669,truck
1670,deer
1671,frog
1672,ship
1673,frog
1674,bird
1675,deer
1676,dog
1677,ship
1678,automobile
1679,bird
1680,horse
1681,frog
1682,horse
1683,horse
1684,ship
1685,ship
1686,frog
1687,ship
1688,ship
1689,deer
1690,horse
1691,bird
1692,ship
1693,truck
1694,ship
1695,airplane
1696,truck
1697,deer
1698,truck
1699,dog
1700,horse
1701,dog
1702,dog
1703,truck
1704,dog
1705,airplane
1706,airplane
1707,automobile
1708,truck
1709,dog
1710,bird
1711,frog
1712,automobile
1713,airplane
1714,truck
1715,airplane
1716,cat
1717,automobile
1718,horse
1719,airplane
1720,airplane
1721,deer
1722,truck
1723,frog
1724,horse
1725,bird
1726,airplane
1727,airplane
1728,truck
1729,airplane
1730,ship
1731,deer
1732,cat
1733,truck
1734,dog
1735,truck
1736,airplane
1737,frog
1738,frog
1739,dog
1740,truck
1741,automobile
1742,cat
1743,ship
1744,automobile
1745,airplane
1746,dog
1747,bird
1748,truck
1749,airplane
1750,bird
1751,ship
1752,automobile
1753,dog
1754,frog
1755,horse
1756,horse
1757,cat
1758,frog
1759,bird
1760,cat
1761,airplane
1762,automobile
1763,deer
1764,airplane
1765,dog
1766,deer
1767,deer
1768,bird
1769,bird
1770,airplane
1771,horse
1772,deer
1773,ship
1774,dog
1775,dog
1776,cat
1777,airplane
1778,horse
1779,ship
1780,dog
1781,horse
1782,frog
1783,dog
1784,ship
1785,automobile
1786,bird
1787,automobile
1788,dog
1789,cat
1790,airplane
1791,horse
1792,deer
1793,truck
1794,dog
1795,cat
1796,frog
1797,airplane
1798,automobile
1799,deer
1800,airplane
1801,deer
1802,deer
1803,bird
1804,cat
1805,dog
1806,ship
1807,automobile
1808,dog
1809,truck
1810,ship
1811,automobile
1812,automobile
1813,horse
1814,deer
1815,truck
1816,truck
1817,horse
1818,deer
1819,dog
1820,airplane
1821,ship
1822,deer
1823,dog
1824,deer
1825,truck
1826,bird
1827,ship
1828,deer
1829,horse
1830,ship
1831,bird
1832,truck
1833,frog
1834,ship
1835,truck
1836,bird
1837,deer
1838,automobile
1839,frog
1840,horse
1841,horse
1842,automobile
1843,deer
1844,ship
1845,truck
1846,deer
1847,bird
1848,dog
1849,cat
1850,horse
1851,frog
1852,airplane
1853,truck
1854,truck
1855,dog
1856,dog
1857,ship
1858,dog
1859,cat
1860,dog
1861,ship
1862,cat
1863,deer
1864,airplane
1865,horse
1866,horse
1867,ship
1868,deer
1869,horse
1870,ship
1871,bird
1872,bird
1873,dog
1874,frog
1875,ship
1876,airplane
1877,bird
1878,cat
1879,horse
1880,airplane
1881,automobile
1882,truck
1883,automobile
1884,deer
1885,deer
1886,dog
1887,ship
1888,cat
1889,bird
1890,airplane
1891,frog
1892,ship
1893,frog
1894,truck
1895,frog
1896,airplane
1897,ship
1898,airplane
1899,dog
1900,horse
1901,ship
1902,dog
1903,bird
1904,airplane
1905,automobile
1906,bird
1907,dog
1908,truck
1909,cat
1910,cat
1911,frog
1912,deer
1913,airplane
1914,airplane
1915,truck
1916,truck
1917,truck
1918,ship
1919,bird
1920,deer
1921,bird
1922,airplane
1923,dog
1924,automobile
1925,frog
1926,automobile
1927,airplane
1928,truck
1929,deer
1930,bird
1931,automobile
1932,frog
1933,airplane
1934,dog
1935,airplane
1936,deer
1937,horse
1938,truck
1939,airplane
1940,frog
1941,dog
1942,horse
1943,deer
1944,ship
1945,deer
1946,horse
1947,airplane
1948,cat
1949,dog
1950,airplane
1951,deer
1952,horse
1953,deer
1954,deer
1955,deer
1956,dog
1957,horse
1958,dog
1959,frog
1960,airplane
1961,dog
1962,horse
1963,frog
1964,airplane
1965,dog
1966,airplane
1967,horse
1968,horse
1969,ship
1970,truck
1971,automobile
1972,cat
1973,frog
1974,airplane
1975,frog
1976,bird
1977,dog
1978,deer
1979,frog
1980,cat
1981,automobile
1982,frog
1983,frog
1984,horse
1985,horse
1986,airplane
1987,deer
1988,truck
1989,dog
1990,deer
1991,horse
1992,automobile
1993,frog
1994,bird
1995,truck
1996,bird
1997,dog
1998,airplane
1999,airplane
2000,dog
2001,frog
2002,cat
2003,bird
2004,frog
2005,horse
2006,dog
2007,horse
2008,ship
2009,truck
2010,automobile
2011,bird
2012,deer
2013,dog
2014,frog
2015,ship
2016,deer
2017,frog
2018,cat
2019,cat
2020,horse
2021,truck
2022,airplane
2023,dog
2024,cat
2025,frog
2026,deer
2027,dog
2028,horse
2029,horse
2030,dog
2031,deer
2032,automobile
2033,deer
2034,deer
2035,deer
2036,frog
2037,cat
2038,dog
2039,bird
2040,automobile
2041,airplane
2042,airplane
2043,automobile
2044,ship
2045,dog
2046,automobile
2047,dog
2048,dog
2049,ship
2050,deer
2051,ship
2052,dog
2053,ship
2054,frog
2055,cat
2056,dog
2057,dog
2058,dog
2059,ship
2060,airplane
2061,cat
2062,deer
2063,horse
2064,automobile
2065,ship
2066,deer
2067,horse
2068,deer
2069,cat
2070,deer
2071,bird
2072,truck
2073,frog
2074,bird
2075,bird
2076,deer
2077,deer
2078,airplane
2079,frog
2080,bird
2081,automobile
2082,cat
2083,bird
2084,frog
2085,horse
2086,airplane
2087,automobile
2088,airplane
2089,horse
2090,horse
2091,bird
2092,bird
2093,automobile
2094,frog
2095,dog
2096,horse
2097,truck
2098,bird
2099,airplane
2100,automobile
2101,bird
2102,frog
2103,airplane
2104,automobile
2105,frog
2106,frog
2107,dog
2108,cat
2109,dog
2110,airplane
2111,airplane
2112,automobile
2113,automobile
2114,airplane
2115,bird
2116,dog
2117,truck
2118,horse
2119,ship
2120,frog
2121,ship
2122,frog
2123,airplane
2124,bird
2125,airplane
2126,automobile
2127,automobile
2128,cat
2129,frog
2130,truck
2131,airplane
2132,horse
2133,bird
2134,cat
2135,cat
2136,ship
2137,truck
2138,dog
2139,frog
2140,ship
2141,truck
2142,horse
2143,airplane
2144,truck
2145,cat
2146,deer
2147,bird
2148,horse
2149,truck
2150,frog
2151,truck
2152,dog
2153,horse
2154,ship
2155,dog
2156,ship
2157,ship
2158,dog
2159,truck
2160,dog
2161,airplane
2162,dog
2163,ship
2164,horse
2165,automobile
2166,airplane
2167,airplane
2168,horse
2169,dog
2170,ship
2171,bird
2172,cat
2173,airplane
2174,cat
2175,truck
2176,dog
2177,automobile
2178,truck
2179,truck
2180,automobile
2181,deer
2182,cat
2183,deer
2184,deer
2185,truck
2186,airplane
2187,automobile
2188,cat
2189,truck
2190,bird
2191,truck
2192,deer
2193,cat
2194,airplane
2195,ship
2196,horse
2197,ship
2198,frog
2199,ship
2200,cat
2201,bird
2202,dog
2203,truck
2204,frog
2205,truck
2206,dog
2207,automobile
2208,cat
2209,deer
2210,deer
2211,airplane
2212,horse
2213,bird
2214,frog
2215,bird
2216,airplane
2217,dog
2218,ship
2219,deer
2220,bird
2221,automobile
2222,bird
2223,deer
2224,airplane
2225,automobile
2226,horse
2227,frog
2228,ship
2229,horse
2230,deer
2231,dog
2232,cat
2233,cat
2234,dog
2235,horse
2236,dog
2237,dog
2238,frog
2239,automobile
2240,horse
2241,truck
2242,airplane
2243,frog
2244,cat
2245,truck
2246,airplane
2247,horse
2248,dog
2249,ship
2250,airplane
2251,horse
2252,cat
2253,cat
2254,horse
2255,airplane
2256,automobile
2257,deer
2258,airplane
2259,automobile
2260,dog
2261,deer
2262,cat
2263,deer
2264,frog
2265,airplane
2266,ship
2267,ship
2268,frog
2269,cat
2270,deer
2271,deer
2272,airplane
2273,horse
2274,cat
2275,automobile
2276,frog
2277,airplane
2278,dog
2279,truck
2280,truck
2281,bird
2282,dog
2283,truck
2284,horse
2285,airplane
2286,dog
2287,dog
2288,bird
2289,frog
2290,automobile
2291,truck
2292,dog
2293,dog
2294,automobile
2295,automobile
2296,ship
2297,truck
2298,horse
2299,airplane
2300,cat
2301,deer
2302,bird
2303,airplane
2304,deer
2305,frog
2306,horse
2307,cat
2308,truck
2309,automobile
2310,frog
2311,frog
2312,horse
2313,bird
2314,bird
2315,cat
2316,bird
2317,bird
2318,dog
2319,bird
2320,horse
2321,bird
2322,cat
2323,bird
2324,ship
2325,bird
2326,bird
2327,horse
2328,airplane
2329,horse
2330,deer
2331,ship
2332,cat
2333,bird
2334,frog
2335,automobile
2336,dog
2337,truck
2338,horse
2339,frog
2340,bird
2341,horse
2342,airplane
2343,cat
2344,frog
2345,airplane
2346,automobile
2347,automobile
2348,ship
2349,cat
2350,dog
2351,frog
2352,automobile
2353,deer
2354,deer
2355,ship
2356,airplane
2357,ship
2358,automobile
2359,cat
2360,deer
2361,horse
2362,bird
2363,deer
2364,frog
2365,frog
2366,horse
2367,airplane
2368,deer
2369,airplane
2370,automobile
2371,airplane
2372,deer
2373,dog
2374,airplane
2375,ship
2376,airplane
2377,airplane
2378,frog
2379,automobile
2380,airplane
2381,ship
2382,dog
2383,truck
2384,bird
2385,dog
2386,cat
2387,deer
2388,truck
2389,airplane
2390,frog
2391,automobile
2392,horse
2393,dog
2394,automobile
2395,frog
2396,horse
2397,truck
2398,dog
2399,ship
2400,ship
2401,airplane
2402,dog
2403,truck
2404,frog
2405,horse
2406,frog
2407,deer
2408,truck
2409,bird
